SE5_A#1_run2,SE5_A#1_run2,SE5_A#1_run2,SE5_A#1_run4,SE5_A#1_run4,SE5_A#1_run4,SE5_B#2_run5,SE5_B#2_run5,SE5_B#2_run5,SE5_B#2_run6,SE5_B#2_run6,SE5_B#2_run6,SE5_B#1_run7,SE5_B#1_run7,SE5_B#1_run7,SE5_B#1_run8,SE5_B#1_run8,SE5_B#1_run8,SE5_E#1_run1,SE5_E#1_run1,SE5_E#1_run1,SE5_E#1_run2,SE5_E#1_run2,SE5_E#1_run2,SE5_E#2_run3,SE5_E#2_run3,SE5_E#2_run3,SE5_E#2_run4,SE5_E#2_run4,SE5_E#2_run4
Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time
mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec,mN,mm,sec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.90317,1.437,296.4,-0.725791,1.437,296.4,-1.33062,1.437,296.4,-1.20965,1.437,296.4,-0.725791,1.437,296.4,-0.846757,1.437,296.4,16.3303,2.963,296.4,-1.69351,1.437,296.4,,,,-2.05641,1.437,296.4
-3.02413,1.435,296.6,-0.725791,1.435,296.6,-1.45158,1.435,296.6,-1.08869,1.435,296.6,-0.604826,1.435,296.6,-0.846757,1.435,296.6,16.3303,2.965,296.6,-1.81448,1.435,296.6,,,,-1.93544,1.435,296.6
-2.90317,1.433,296.8,-0.604826,1.433,296.8,-1.33062,1.433,296.8,-1.20965,1.433,296.8,-0.725791,1.433,296.8,-0.846757,1.433,296.8,16.3303,2.967,296.8,-1.81448,1.433,296.8,,,,-1.81448,1.433,296.8
-2.90317,1.431,297,-0.725791,1.431,297,-1.33062,1.431,297,-1.20965,1.431,297,-0.604826,1.431,297,-0.725791,1.431,297,16.3303,2.969,297,-1.69351,1.431,297,,,,-1.93544,1.431,297
-2.90317,1.429,297.2,-0.725791,1.429,297.2,-1.33062,1.429,297.2,-1.08869,1.429,297.2,-0.725791,1.429,297.2,-0.725791,1.429,297.2,16.3303,2.971,297.2,-1.69351,1.429,297.2,,,,-1.93544,1.429,297.2
-2.90317,1.427,297.4,-0.604826,1.427,297.4,-1.33062,1.427,297.4,-1.08869,1.427,297.4,-0.725791,1.427,297.4,-0.846757,1.427,297.4,16.3303,2.973,297.4,-1.57255,1.427,297.4,,,,-1.93544,1.427,297.4
-2.90317,1.425,297.6,-0.604826,1.425,297.6,-1.33062,1.425,297.6,-1.20965,1.425,297.6,-0.725791,1.425,297.6,-0.846757,1.425,297.6,16.4513,2.975,297.6,-1.57255,1.425,297.6,,,,-1.81448,1.425,297.6
-2.90317,1.423,297.8,-0.725791,1.423,297.8,-1.20965,1.423,297.8,-1.20965,1.423,297.8,-0.725791,1.423,297.8,-0.725791,1.423,297.8,16.4513,2.977,297.8,-1.69351,1.423,297.8,,,,-1.81448,1.423,297.8
-2.90317,1.421,298,-0.604826,1.421,298,-1.33062,1.421,298,-1.08869,1.421,298,-0.604826,1.421,298,-0.725791,1.421,298,16.4513,2.979,298,-1.69351,1.421,298,,,,-1.81448,1.421,298
-2.90317,1.419,298.2,-0.604826,1.419,298.2,-1.33062,1.419,298.2,-1.20965,1.419,298.2,-0.604826,1.419,298.2,-0.846757,1.419,298.2,16.5722,2.981,298.2,-1.57255,1.419,298.2,,,,-1.81448,1.419,298.2
-2.90317,1.417,298.4,-0.604826,1.417,298.4,-1.20965,1.417,298.4,-1.08869,1.417,298.4,-0.604826,1.417,298.4,-0.846757,1.417,298.4,16.5722,2.983,298.4,-1.45158,1.417,298.4,,,,-1.69351,1.417,298.4
-2.7822,1.415,298.6,-0.725791,1.415,298.6,-1.33062,1.415,298.6,-1.08869,1.415,298.6,-0.604826,1.415,298.6,-0.846757,1.415,298.6,16.6932,2.985,298.6,-1.57255,1.415,298.6,,,,-1.69351,1.415,298.6
-2.7822,1.413,298.8,-0.604826,1.413,298.8,-1.33062,1.413,298.8,-1.08869,1.413,298.8,-0.604826,1.413,298.8,-0.846757,1.413,298.8,16.5722,2.987,298.8,-1.45158,1.413,298.8,,,,-1.57255,1.413,298.8
-2.7822,1.411,299,-0.604826,1.411,299,-1.33062,1.411,299,-1.08869,1.411,299,-0.604826,1.411,299,-0.725791,1.411,299,16.5722,2.989,299,-1.33062,1.411,299,,,,-1.57255,1.411,299
-2.66123,1.409,299.2,-0.483861,1.409,299.2,-1.20965,1.409,299.2,-1.08869,1.409,299.2,-0.604826,1.409,299.2,-0.846757,1.409,299.2,16.5722,2.991,299.2,-1.45158,1.409,299.2,,,,-1.57255,1.409,299.2
-2.66123,1.407,299.4,-0.604826,1.407,299.4,-1.20965,1.407,299.4,-1.08869,1.407,299.4,-0.604826,1.407,299.4,-0.725791,1.407,299.4,16.6932,2.993,299.4,-1.45158,1.407,299.4,,,,-1.57255,1.407,299.4
-2.7822,1.405,299.6,-0.483861,1.405,299.6,-1.20965,1.405,299.6,-0.967722,1.405,299.6,-0.604826,1.405,299.6,-0.725791,1.405,299.6,16.6932,2.995,299.6,-1.45158,1.405,299.6,,,,-1.57255,1.405,299.6
-2.7822,1.403,299.8,-0.483861,1.403,299.8,-1.20965,1.403,299.8,-1.08869,1.403,299.8,-0.604826,1.403,299.8,-0.846757,1.403,299.8,16.6932,2.997,299.8,-1.33062,1.403,299.8,,,,-1.45158,1.403,299.8
-2.66123,1.401,300,-0.604826,1.401,300,-1.20965,1.401,300,-1.08869,1.401,300,-0.483861,1.401,300,-0.846757,1.401,300,16.6932,2.999,300,-1.33062,1.401,300,,,,-1.57255,1.401,300
-2.66123,1.399,300.2,-0.604826,1.399,300.2,-1.20965,1.399,300.2,-0.967722,1.399,300.2,-0.483861,1.399,300.2,-0.846757,1.399,300.2,16.6932,2.999,300.2,-1.33062,1.399,300.2,,,,-1.45158,1.399,300.2
-2.66123,1.397,300.4,-0.483861,1.397,300.4,-1.08869,1.397,300.4,-0.967722,1.397,300.4,-0.604826,1.397,300.4,-0.725791,1.397,300.4,16.5722,2.997,300.4,-1.33062,1.397,300.4,,,,-1.45158,1.397,300.4
-2.54027,1.395,300.6,-0.604826,1.395,300.6,-1.08869,1.395,300.6,-1.08869,1.395,300.6,-0.604826,1.395,300.6,-0.846757,1.395,300.6,16.4513,2.995,300.6,-1.33062,1.395,300.6,,,,-1.45158,1.395,300.6
-2.54027,1.393,300.8,-0.483861,1.393,300.8,-1.08869,1.393,300.8,-0.967722,1.393,300.8,-0.604826,1.393,300.8,-0.725791,1.393,300.8,16.2093,2.993,300.8,-1.20965,1.393,300.8,,,,-1.45158,1.393,300.8
-2.66123,1.391,301,-0.483861,1.391,301,-1.20965,1.391,301,-0.967722,1.391,301,-0.604826,1.391,301,-0.604826,1.391,301,15.9674,2.991,301,-1.33062,1.391,301,,,,-1.45158,1.391,301
-2.66123,1.389,301.2,-0.604826,1.389,301.2,-1.20965,1.389,301.2,-0.967722,1.389,301.2,-0.483861,1.389,301.2,-0.725791,1.389,301.2,15.7255,2.989,301.2,-1.33062,1.389,301.2,,,,-1.33062,1.389,301.2
-2.66123,1.387,301.4,-0.483861,1.387,301.4,-0.967722,1.387,301.4,-0.967722,1.387,301.4,-0.604826,1.387,301.4,-0.604826,1.387,301.4,15.7255,2.987,301.4,-1.33062,1.387,301.4,,,,-1.45158,1.387,301.4
-2.54027,1.385,301.6,-0.483861,1.385,301.6,-1.08869,1.385,301.6,-0.846757,1.385,301.6,-0.483861,1.385,301.6,-0.725791,1.385,301.6,15.4835,2.985,301.6,-1.20965,1.385,301.6,,,,-1.33062,1.385,301.6
-2.54027,1.383,301.8,-0.362896,1.383,301.8,-1.08869,1.383,301.8,-0.967722,1.383,301.8,-0.483861,1.383,301.8,-0.725791,1.383,301.8,15.2416,2.983,301.8,-1.20965,1.383,301.8,,,,-1.33062,1.383,301.8
-2.54027,1.381,302,-0.483861,1.381,302,-1.08869,1.381,302,-0.967722,1.381,302,-0.483861,1.381,302,-0.725791,1.381,302,15.1207,2.981,302,-1.20965,1.381,302,,,,-1.33062,1.381,302
-2.54027,1.379,302.2,-0.483861,1.379,302.2,-1.08869,1.379,302.2,-0.846757,1.379,302.2,-0.483861,1.379,302.2,-0.725791,1.379,302.2,15.1207,2.979,302.2,-1.20965,1.379,302.2,,,,-1.45158,1.379,302.2
-2.54027,1.377,302.4,-0.483861,1.377,302.4,-1.08869,1.377,302.4,-0.846757,1.377,302.4,-0.604826,1.377,302.4,-0.725791,1.377,302.4,14.8787,2.977,302.4,-1.20965,1.377,302.4,,,,-1.33062,1.377,302.4
-2.4193,1.375,302.6,-0.362896,1.375,302.6,-0.967722,1.375,302.6,-0.846757,1.375,302.6,-0.483861,1.375,302.6,-0.604826,1.375,302.6,14.6368,2.975,302.6,-1.08869,1.375,302.6,,,,-1.33062,1.375,302.6
-2.4193,1.373,302.8,-0.483861,1.373,302.8,-0.967722,1.373,302.8,-0.967722,1.373,302.8,-0.483861,1.373,302.8,-0.604826,1.373,302.8,14.5158,2.973,302.8,-1.20965,1.373,302.8,,,,-1.33062,1.373,302.8
-2.4193,1.371,303,-0.483861,1.371,303,-0.967722,1.371,303,-0.967722,1.371,303,-0.362896,1.371,303,-0.604826,1.371,303,14.3949,2.971,303,-1.08869,1.371,303,,,,-1.45158,1.371,303
-2.29834,1.369,303.2,-0.483861,1.369,303.2,-1.08869,1.369,303.2,-0.967722,1.369,303.2,-0.483861,1.369,303.2,-0.725791,1.369,303.2,14.2739,2.969,303.2,-1.08869,1.369,303.2,,,,-1.33062,1.369,303.2
-2.29834,1.367,303.4,-0.362896,1.367,303.4,-0.967722,1.367,303.4,-0.846757,1.367,303.4,-0.483861,1.367,303.4,-0.604826,1.367,303.4,14.1529,2.967,303.4,-1.08869,1.367,303.4,,,,-1.20965,1.367,303.4
-2.4193,1.365,303.6,-0.483861,1.365,303.6,-0.967722,1.365,303.6,-0.967722,1.365,303.6,-0.483861,1.365,303.6,-0.604826,1.365,303.6,13.911,2.965,303.6,-1.08869,1.365,303.6,,,,-1.20965,1.365,303.6
-2.29834,1.363,303.8,-0.483861,1.363,303.8,-0.967722,1.363,303.8,-0.967722,1.363,303.8,-0.362896,1.363,303.8,-0.604826,1.363,303.8,13.79,2.963,303.8,-0.967722,1.363,303.8,,,,-1.08869,1.363,303.8
-2.29834,1.361,304,-0.362896,1.361,304,-0.967722,1.361,304,-0.967722,1.361,304,-0.483861,1.361,304,-0.725791,1.361,304,13.5481,2.961,304,-1.08869,1.361,304,,,,-1.20965,1.361,304
-2.29834,1.359,304.2,-0.483861,1.359,304.2,-0.967722,1.359,304.2,-0.846757,1.359,304.2,-0.483861,1.359,304.2,-0.604826,1.359,304.2,13.5481,2.959,304.2,-1.08869,1.359,304.2,,,,-1.20965,1.359,304.2
-2.29834,1.357,304.4,-0.362896,1.357,304.4,-0.846757,1.357,304.4,-0.967722,1.357,304.4,-0.483861,1.357,304.4,-0.725791,1.357,304.4,13.4271,2.957,304.4,-1.08869,1.357,304.4,,,,-1.20965,1.357,304.4
-2.29834,1.355,304.6,-0.362896,1.355,304.6,-0.967722,1.355,304.6,-0.967722,1.355,304.6,-0.483861,1.355,304.6,-0.604826,1.355,304.6,13.3062,2.955,304.6,-0.967722,1.355,304.6,,,,-1.20965,1.355,304.6
-2.29834,1.353,304.8,-0.362896,1.353,304.8,-0.846757,1.353,304.8,-0.846757,1.353,304.8,-0.483861,1.353,304.8,-0.483861,1.353,304.8,13.1852,2.953,304.8,-1.08869,1.353,304.8,,,,-1.08869,1.353,304.8
-2.17737,1.351,305,-0.362896,1.351,305,-1.08869,1.351,305,-0.846757,1.351,305,-0.483861,1.351,305,-0.604826,1.351,305,13.0642,2.951,305,-0.967722,1.351,305,,,,-1.08869,1.351,305
-2.29834,1.349,305.2,-0.362896,1.349,305.2,-0.846757,1.349,305.2,-0.967722,1.349,305.2,-0.483861,1.349,305.2,-0.483861,1.349,305.2,12.8223,2.949,305.2,-0.846757,1.349,305.2,,,,-1.08869,1.349,305.2
-2.17737,1.347,305.4,-0.362896,1.347,305.4,-0.846757,1.347,305.4,-0.846757,1.347,305.4,-0.483861,1.347,305.4,-0.604826,1.347,305.4,12.7013,2.947,305.4,-0.846757,1.347,305.4,,,,-1.08869,1.347,305.4
-2.17737,1.345,305.6,-0.362896,1.345,305.6,-0.725791,1.345,305.6,-0.846757,1.345,305.6,-0.483861,1.345,305.6,-0.483861,1.345,305.6,12.5804,2.945,305.6,-0.846757,1.345,305.6,,,,-1.08869,1.345,305.6
-2.17737,1.343,305.8,-0.362896,1.343,305.8,-0.846757,1.343,305.8,-0.725791,1.343,305.8,-0.483861,1.343,305.8,-0.483861,1.343,305.8,12.4594,2.943,305.8,-0.846757,1.343,305.8,,,,-1.20965,1.343,305.8
-2.17737,1.341,306,-0.24193,1.341,306,-0.846757,1.341,306,-0.725791,1.341,306,-0.362896,1.341,306,-0.483861,1.341,306,12.3385,2.941,306,-0.967722,1.341,306,,,,-0.967722,1.341,306
-2.05641,1.339,306.2,-0.362896,1.339,306.2,-0.846757,1.339,306.2,-0.725791,1.339,306.2,-0.483861,1.339,306.2,-0.604826,1.339,306.2,12.2175,2.939,306.2,-0.967722,1.339,306.2,,,,-1.08869,1.339,306.2
-2.05641,1.337,306.4,-0.483861,1.337,306.4,-0.846757,1.337,306.4,-0.725791,1.337,306.4,-0.362896,1.337,306.4,-0.604826,1.337,306.4,12.2175,2.937,306.4,-0.846757,1.337,306.4,,,,-1.08869,1.337,306.4
-2.17737,1.335,306.6,-0.362896,1.335,306.6,-0.846757,1.335,306.6,-0.846757,1.335,306.6,-0.362896,1.335,306.6,-0.483861,1.335,306.6,11.9756,2.935,306.6,-0.846757,1.335,306.6,,,,-1.08869,1.335,306.6
-2.17737,1.333,306.8,-0.362896,1.333,306.8,-0.846757,1.333,306.8,-0.846757,1.333,306.8,-0.483861,1.333,306.8,-0.604826,1.333,306.8,11.8546,2.933,306.8,-0.846757,1.333,306.8,,,,-0.967722,1.333,306.8
-1.93544,1.331,307,-0.362896,1.331,307,-0.725791,1.331,307,-0.725791,1.331,307,-0.362896,1.331,307,-0.604826,1.331,307,11.8546,2.931,307,-0.846757,1.331,307,,,,-1.08869,1.331,307
-2.05641,1.329,307.2,-0.24193,1.329,307.2,-0.846757,1.329,307.2,-0.725791,1.329,307.2,-0.362896,1.329,307.2,-0.604826,1.329,307.2,11.6127,2.929,307.2,-0.846757,1.329,307.2,,,,-0.967722,1.329,307.2
-1.93544,1.327,307.4,-0.362896,1.327,307.4,-0.846757,1.327,307.4,-0.725791,1.327,307.4,-0.362896,1.327,307.4,-0.483861,1.327,307.4,11.4917,2.927,307.4,-0.846757,1.327,307.4,,,,-0.967722,1.327,307.4
-2.17737,1.325,307.6,-0.24193,1.325,307.6,-0.846757,1.325,307.6,-0.846757,1.325,307.6,-0.24193,1.325,307.6,-0.725791,1.325,307.6,11.3707,2.925,307.6,-0.846757,1.325,307.6,,,,-0.967722,1.325,307.6
-2.05641,1.323,307.8,-0.362896,1.323,307.8,-0.846757,1.323,307.8,-0.725791,1.323,307.8,-0.362896,1.323,307.8,-0.604826,1.323,307.8,11.4917,2.923,307.8,-0.725791,1.323,307.8,,,,-0.967722,1.323,307.8
-1.93544,1.321,308,-0.24193,1.321,308,-0.725791,1.321,308,-0.725791,1.321,308,-0.362896,1.321,308,-0.483861,1.321,308,11.3707,2.921,308,-0.846757,1.321,308,,,,-0.967722,1.321,308
-1.93544,1.319,308.2,-0.24193,1.319,308.2,-0.725791,1.319,308.2,-0.725791,1.319,308.2,-0.362896,1.319,308.2,-0.483861,1.319,308.2,11.2498,2.919,308.2,-0.846757,1.319,308.2,,,,-0.967722,1.319,308.2
-2.05641,1.317,308.4,-0.24193,1.317,308.4,-0.846757,1.317,308.4,-0.604826,1.317,308.4,-0.362896,1.317,308.4,-0.604826,1.317,308.4,11.1288,2.917,308.4,-0.846757,1.317,308.4,,,,-0.967722,1.317,308.4
-1.93544,1.315,308.6,-0.24193,1.315,308.6,-0.604826,1.315,308.6,-0.725791,1.315,308.6,-0.24193,1.315,308.6,-0.604826,1.315,308.6,11.0078,2.915,308.6,-0.725791,1.315,308.6,,,,-0.846757,1.315,308.6
-1.93544,1.313,308.8,-0.24193,1.313,308.8,-0.604826,1.313,308.8,-0.725791,1.313,308.8,-0.483861,1.313,308.8,-0.483861,1.313,308.8,10.7659,2.913,308.8,-0.846757,1.313,308.8,,,,-0.846757,1.313,308.8
-1.81448,1.311,309,-0.24193,1.311,309,-0.846757,1.311,309,-0.725791,1.311,309,-0.362896,1.311,309,-0.604826,1.311,309,10.7659,2.911,309,-0.846757,1.311,309,,,,-0.846757,1.311,309
-1.81448,1.309,309.2,-0.24193,1.309,309.2,-0.725791,1.309,309.2,-0.725791,1.309,309.2,-0.362896,1.309,309.2,-0.483861,1.309,309.2,10.6449,2.909,309.2,-0.846757,1.309,309.2,,,,-0.967722,1.309,309.2
-1.81448,1.307,309.4,-0.24193,1.307,309.4,-0.725791,1.307,309.4,-0.604826,1.307,309.4,-0.24193,1.307,309.4,-0.362896,1.307,309.4,10.6449,2.907,309.4,-0.725791,1.307,309.4,,,,-0.846757,1.307,309.4
-1.81448,1.305,309.6,-0.24193,1.305,309.6,-0.725791,1.305,309.6,-0.725791,1.305,309.6,-0.24193,1.305,309.6,-0.483861,1.305,309.6,10.403,2.905,309.6,-0.725791,1.305,309.6,,,,-0.846757,1.305,309.6
-1.69351,1.303,309.8,-0.120965,1.303,309.8,-0.604826,1.303,309.8,-0.725791,1.303,309.8,-0.24193,1.303,309.8,-0.483861,1.303,309.8,10.403,2.903,309.8,-0.604826,1.303,309.8,,,,-0.846757,1.303,309.8
-1.69351,1.301,310,-0.362896,1.301,310,-0.725791,1.301,310,-0.725791,1.301,310,-0.24193,1.301,310,-0.483861,1.301,310,10.1611,2.901,310,-0.725791,1.301,310,,,,-0.846757,1.301,310
-1.81448,1.299,310.2,-0.24193,1.299,310.2,-0.604826,1.299,310.2,-0.604826,1.299,310.2,-0.362896,1.299,310.2,-0.362896,1.299,310.2,10.1611,2.899,310.2,-0.725791,1.299,310.2,,,,-0.846757,1.299,310.2
-1.69351,1.297,310.4,-0.24193,1.297,310.4,-0.604826,1.297,310.4,-0.604826,1.297,310.4,-0.24193,1.297,310.4,-0.362896,1.297,310.4,9.91915,2.897,310.4,-0.604826,1.297,310.4,,,,-0.846757,1.297,310.4
-1.69351,1.295,310.6,-0.24193,1.295,310.6,-0.725791,1.295,310.6,-0.725791,1.295,310.6,-0.362896,1.295,310.6,-0.483861,1.295,310.6,10.0401,2.895,310.6,-0.604826,1.295,310.6,,,,-0.725791,1.295,310.6
-1.81448,1.293,310.8,-0.120965,1.293,310.8,-0.604826,1.293,310.8,-0.604826,1.293,310.8,-0.362896,1.293,310.8,-0.483861,1.293,310.8,9.91915,2.893,310.8,-0.725791,1.293,310.8,,,,-0.846757,1.293,310.8
-1.81448,1.291,311,-0.120965,1.291,311,-0.725791,1.291,311,-0.604826,1.291,311,-0.24193,1.291,311,-0.483861,1.291,311,9.67722,2.891,311,-0.725791,1.291,311,,,,-0.846757,1.291,311
-1.69351,1.289,311.2,-0.120965,1.289,311.2,-0.604826,1.289,311.2,-0.604826,1.289,311.2,-0.120965,1.289,311.2,-0.362896,1.289,311.2,9.67722,2.889,311.2,-0.604826,1.289,311.2,,,,-0.725791,1.289,311.2
-1.93544,1.287,311.4,-0.120965,1.287,311.4,-0.604826,1.287,311.4,-0.483861,1.287,311.4,-0.24193,1.287,311.4,-0.483861,1.287,311.4,9.55625,2.887,311.4,-0.604826,1.287,311.4,,,,-0.846757,1.287,311.4
-1.81448,1.285,311.6,-0.24193,1.285,311.6,-0.725791,1.285,311.6,-0.604826,1.285,311.6,-0.362896,1.285,311.6,-0.483861,1.285,311.6,9.43529,2.885,311.6,-0.604826,1.285,311.6,,,,-0.846757,1.285,311.6
-1.69351,1.283,311.8,-0.120965,1.283,311.8,-0.604826,1.283,311.8,-0.604826,1.283,311.8,-0.24193,1.283,311.8,-0.483861,1.283,311.8,9.43529,2.883,311.8,-0.604826,1.283,311.8,,,,-0.725791,1.283,311.8
-1.81448,1.281,312,-0.120965,1.281,312,-0.604826,1.281,312,-0.604826,1.281,312,-0.24193,1.281,312,-0.362896,1.281,312,9.19336,2.881,312,-0.604826,1.281,312,,,,-0.725791,1.281,312
-1.81448,1.279,312.2,-0.120965,1.279,312.2,-0.604826,1.279,312.2,-0.725791,1.279,312.2,-0.120965,1.279,312.2,-0.483861,1.279,312.2,9.31432,2.879,312.2,-0.604826,1.279,312.2,,,,-0.725791,1.279,312.2
-1.69351,1.277,312.4,-0.120965,1.277,312.4,-0.604826,1.277,312.4,-0.604826,1.277,312.4,-0.362896,1.277,312.4,-0.362896,1.277,312.4,9.07239,2.877,312.4,-0.604826,1.277,312.4,,,,-0.725791,1.277,312.4
-1.57255,1.275,312.6,-0.120965,1.275,312.6,-0.604826,1.275,312.6,-0.604826,1.275,312.6,-0.24193,1.275,312.6,-0.362896,1.275,312.6,8.83046,2.875,312.6,-0.604826,1.275,312.6,,,,-0.725791,1.275,312.6
-1.69351,1.273,312.8,-0.120965,1.273,312.8,-0.604826,1.273,312.8,-0.604826,1.273,312.8,-0.24193,1.273,312.8,-0.362896,1.273,312.8,8.83046,2.873,312.8,-0.483861,1.273,312.8,,,,-0.725791,1.273,312.8
-1.57255,1.271,313,-0.120965,1.271,313,-0.483861,1.271,313,-0.483861,1.271,313,-0.24193,1.271,313,-0.362896,1.271,313,8.7095,2.871,313,-0.604826,1.271,313,,,,-0.725791,1.271,313
-1.57255,1.269,313.2,-0.120965,1.269,313.2,-0.483861,1.269,313.2,-0.604826,1.269,313.2,-0.362896,1.269,313.2,-0.362896,1.269,313.2,8.58853,2.869,313.2,-0.725791,1.269,313.2,,,,-0.483861,1.269,313.2
-1.81448,1.267,313.4,-0.24193,1.267,313.4,-0.483861,1.267,313.4,-0.483861,1.267,313.4,-0.362896,1.267,313.4,-0.362896,1.267,313.4,8.58853,2.867,313.4,-0.604826,1.267,313.4,,,,-0.604826,1.267,313.4
-1.57255,1.265,313.6,0,1.265,313.6,-0.604826,1.265,313.6,-0.604826,1.265,313.6,-0.120965,1.265,313.6,-0.362896,1.265,313.6,8.46757,2.865,313.6,-0.483861,1.265,313.6,,,,-0.604826,1.265,313.6
-1.69351,1.263,313.8,0,1.263,313.8,-0.483861,1.263,313.8,-0.604826,1.263,313.8,-0.120965,1.263,313.8,-0.362896,1.263,313.8,8.46757,2.863,313.8,-0.483861,1.263,313.8,,,,-0.725791,1.263,313.8
-1.57255,1.261,314,-0.120965,1.261,314,-0.604826,1.261,314,-0.604826,1.261,314,-0.362896,1.261,314,-0.362896,1.261,314,8.22564,2.861,314,-0.604826,1.261,314,,,,-0.604826,1.261,314
-1.69351,1.259,314.2,0,1.259,314.2,-0.604826,1.259,314.2,-0.483861,1.259,314.2,-0.120965,1.259,314.2,-0.362896,1.259,314.2,8.22564,2.859,314.2,-0.483861,1.259,314.2,,,,-0.604826,1.259,314.2
-1.57255,1.257,314.4,-0.120965,1.257,314.4,-0.604826,1.257,314.4,-0.604826,1.257,314.4,-0.24193,1.257,314.4,-0.362896,1.257,314.4,8.22564,2.857,314.4,-0.604826,1.257,314.4,,,,-0.604826,1.257,314.4
-1.69351,1.255,314.6,-0.120965,1.255,314.6,-0.604826,1.255,314.6,-0.483861,1.255,314.6,-0.24193,1.255,314.6,-0.362896,1.255,314.6,7.9837,2.855,314.6,-0.483861,1.255,314.6,,,,-0.604826,1.255,314.6
-1.57255,1.253,314.8,-0.120965,1.253,314.8,-0.483861,1.253,314.8,-0.483861,1.253,314.8,-0.362896,1.253,314.8,-0.24193,1.253,314.8,7.86274,2.853,314.8,-0.362896,1.253,314.8,,,,-0.604826,1.253,314.8
-1.57255,1.251,315,0,1.251,315,-0.483861,1.251,315,-0.483861,1.251,315,-0.24193,1.251,315,-0.362896,1.251,315,7.74177,2.851,315,-0.483861,1.251,315,,,,-0.604826,1.251,315
-1.57255,1.249,315.2,-0.120965,1.249,315.2,-0.483861,1.249,315.2,-0.483861,1.249,315.2,-0.120965,1.249,315.2,-0.24193,1.249,315.2,7.74177,2.849,315.2,-0.483861,1.249,315.2,,,,-0.604826,1.249,315.2
-1.57255,1.247,315.4,0,1.247,315.4,-0.483861,1.247,315.4,-0.483861,1.247,315.4,-0.120965,1.247,315.4,-0.362896,1.247,315.4,7.74177,2.847,315.4,-0.604826,1.247,315.4,,,,-0.483861,1.247,315.4
-1.57255,1.245,315.6,0,1.245,315.6,-0.604826,1.245,315.6,-0.362896,1.245,315.6,-0.120965,1.245,315.6,-0.362896,1.245,315.6,7.49984,2.845,315.6,-0.483861,1.245,315.6,,,,-0.604826,1.245,315.6
-1.45158,1.243,315.8,0,1.243,315.8,-0.483861,1.243,315.8,-0.483861,1.243,315.8,0,1.243,315.8,-0.362896,1.243,315.8,7.49984,2.843,315.8,-0.362896,1.243,315.8,,,,-0.483861,1.243,315.8
-1.45158,1.241,316,0,1.241,316,-0.604826,1.241,316,-0.483861,1.241,316,-0.24193,1.241,316,-0.362896,1.241,316,7.37888,2.841,316,-0.604826,1.241,316,,,,-0.483861,1.241,316
-1.57255,1.239,316.2,-0.120965,1.239,316.2,-0.483861,1.239,316.2,-0.483861,1.239,316.2,-0.24193,1.239,316.2,-0.362896,1.239,316.2,7.25791,2.839,316.2,-0.483861,1.239,316.2,,,,-0.483861,1.239,316.2
-1.45158,1.237,316.4,0,1.237,316.4,-0.483861,1.237,316.4,-0.362896,1.237,316.4,-0.120965,1.237,316.4,-0.24193,1.237,316.4,7.25791,2.837,316.4,-0.483861,1.237,316.4,,,,-0.604826,1.237,316.4
-1.57255,1.235,316.6,0,1.235,316.6,-0.483861,1.235,316.6,-0.483861,1.235,316.6,-0.24193,1.235,316.6,-0.362896,1.235,316.6,7.13695,2.835,316.6,-0.483861,1.235,316.6,,,,-0.604826,1.235,316.6
-1.33062,1.233,316.8,0,1.233,316.8,-0.483861,1.233,316.8,-0.483861,1.233,316.8,-0.120965,1.233,316.8,-0.24193,1.233,316.8,7.01598,2.833,316.8,-0.483861,1.233,316.8,,,,-0.604826,1.233,316.8
-1.45158,1.231,317,0,1.231,317,-0.604826,1.231,317,-0.362896,1.231,317,-0.24193,1.231,317,-0.24193,1.231,317,6.77405,2.831,317,-0.483861,1.231,317,,,,-0.604826,1.231,317
-1.33062,1.229,317.2,,,,-0.483861,1.229,317.2,-0.362896,1.229,317.2,-0.120965,1.229,317.2,-0.24193,1.229,317.2,6.89502,2.829,317.2,-0.483861,1.229,317.2,,,,-0.483861,1.229,317.2
-1.45158,1.227,317.4,,,,-0.483861,1.227,317.4,-0.483861,1.227,317.4,-0.120965,1.227,317.4,-0.362896,1.227,317.4,6.65309,2.827,317.4,-0.362896,1.227,317.4,,,,-0.362896,1.227,317.4
-1.33062,1.225,317.6,,,,-0.483861,1.225,317.6,-0.483861,1.225,317.6,-0.24193,1.225,317.6,-0.24193,1.225,317.6,6.77405,2.825,317.6,-0.362896,1.225,317.6,,,,-0.483861,1.225,317.6
-1.33062,1.223,317.8,,,,-0.483861,1.223,317.8,-0.483861,1.223,317.8,0,1.223,317.8,-0.24193,1.223,317.8,6.65309,2.823,317.8,-0.362896,1.223,317.8,,,,-0.483861,1.223,317.8
-1.45158,1.221,318,,,,-0.483861,1.221,318,-0.483861,1.221,318,-0.120965,1.221,318,-0.24193,1.221,318,6.41116,2.821,318,-0.362896,1.221,318,,,,-0.483861,1.221,318
